3,10,540
1,0.8473,0.5233,0.5343,0.5837,0.9600,0.9467,1.0267,0.9367,1.0467,0.9367
1,3.1821,2.8451,3.5883,3.0154,0.9530,0.9396,1.0515,0.9396,0.7629,0.9374
1,2.7230,2.0597,0.4469,4.6413,0.9278,0.9066,0.9363,0.7983,0.9130,0.7686
1,0.7480,0.3600,0.6516,1.9966,1.0119,1.0381,1.0929,1.0190,1.4500,1.0262
1,1.9080,1.4746,0.8545,2.0772,0.9581,0.9183,1.1258,0.8985,1.2362,0.9139
1,1.2692,1.2329,0.9582,2.9751,1.0373,1.0629,1.1399,1.0233,1.3613,1.0350
1,6.0077,2.3276,2.9091,4.1133,0.8843,0.6921,1.1366,0.0000,1.2245,0.0000
1,3.7680,1.2610,2.6498,2.2671,0.9306,0.9190,1.1829,0.9792,1.1921,0.9630
1,6.3682,4.4500,3.4551,4.1320,0.9227,0.7733,1.2587,0.2613,1.0773,0.2133
1,2.8349,2.8287,1.7187,3.5254,0.9753,0.9753,1.2123,0.9531,0.6494,0.9506
1,4.2044,3.1084,1.6579,4.6071,0.9320,0.9320,1.3819,0.8900,0.9871,0.8835
1,7.4090,5.2772,6.8913,4.4904,0.6984,0.1534,1.6296,0.0000,2.7196,0.0000
1,3.0623,1.6231,1.8544,3.4486,0.9495,0.9057,1.3199,1.0067,1.6431,1.0269
1,3.4949,3.0626,3.2370,2.7414,0.9406,0.9142,1.2772,1.0363,1.6568,1.0429
1,6.3480,2.6940,4.1485,6.4258,0.9078,0.8121,1.6206,0.6631,1.2128,0.4468
1,1.4987,0.6484,0.4394,3.0232,0.9976,1.0378,1.1395,0.9787,1.2671,0.9929
1,0.6271,0.7874,0.5552,2.1602,1.0047,1.0165,1.0969,0.9811,1.2695,0.9669
1,3.1325,1.7884,1.4166,4.4563,0.9883,0.9883,1.2821,0.9510,1.2238,0.9744
1,1.9361,1.3630,1.1234,2.9767,1.0000,0.9953,1.1911,0.9883,1.2471,0.9650
1,0.9810,0.8487,1.5569,1.2076,0.9857,0.9738,1.0500,1.0310,1.3976,1.0000
1,0.6968,0.2725,0.2041,2.0621,0.9715,0.9145,0.9605,0.9320,0.9627,0.8882
1,0.4868,0.6236,0.6167,1.2119,1.0070,1.0047,1.0164,1.0282,1.0070,1.0211
1,0.7748,0.8542,1.1959,1.2011,0.9883,1.0117,1.0282,1.0329,0.9859,1.0023
1,1.2863,0.8484,1.2663,1.4013,0.9617,0.9482,0.9775,0.9572,0.9730,0.9505
1,1.0603,0.4765,1.3274,1.5254,0.9642,0.9374,0.9888,0.9553,0.9508,0.9485
1,1.0412,0.8617,1.6573,1.5082,0.9911,0.9622,0.9867,0.9444,0.9311,0.9400
1,0.6743,0.8307,0.7817,2.6672,0.9843,1.0828,1.0201,1.0112,0.9463,1.0045
1,0.2832,0.7676,0.8496,0.7658,1.0299,0.9862,1.0161,1.0046,0.9034,0.9862
1,1.2744,0.8962,1.0715,0.9637,0.9977,0.9931,1.0713,1.0322,1.0138,1.0230
1,1.4363,0.4547,0.8411,2.4018,0.9866,1.0268,1.0447,1.0067,0.9888,0.9888
1,1.2414,0.4481,0.6045,2.5607,0.9888,1.0403,1.0380,0.9866,0.9888,0.9754
1,1.0934,0.7678,1.2829,1.1797,0.9770,0.9793,0.9954,1.0069,0.9701,1.0000
2,9.8117,2.6474,5.8642,8.5257,0.0580,0.0000,4.3478,0.0000,6.2319,0.0000
